"Año","Estado","Fondo","Mdp","Población","Percápita"
2000,"Morelos","Fondo de aportaciones múltiples",134," 1,592,066.0","   84.2"
2000,"Morelos","Fondo de aportaciones para la educación básica y formal",3450.9," 1,592,066.0","2,167.6"
2000,"Morelos","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",417.5," 1,592,066.0","  262.2"
2000,"Nayarit","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",259.4,"   936,661.0","  277.0"
2000,"Nayarit","Apoyos para infraestructura educativa",54.1,"   936,661.0","   57.8"
2000,"Nayarit","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0,"   936,661.0","    0.0"
2000,"Nayarit","Fondo de aportaciones múltiples",117.9,"   936,661.0","  125.9"
2000,"Nayarit","Fondo de aportaciones para los servicios de salud",538.5,"   936,661.0","  574.9"
2000,"Nayarit","Apoyos alimentarios",57.8,"   936,661.0","   61.7"
2000,"Nayarit","Apoyos para la educaciónn superior",6,"   936,661.0","    6.5"
2000,"Nayarit","Fondo para la infraestructura social estatal",25,"   936,661.0","   26.7"
2000,"Nayarit","Fondo de aportaciones para la infraestructura social",206.6,"   936,661.0","  220.6"
2000,"Nayarit","Total",4195.6,"   936,661.0","4,479.4"
2000,"Nayarit","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",115.7,"   936,661.0","  123.5"
2000,"Nayarit","Fondo de aportaciones para la educación básica y formal",2919.4,"   936,661.0","3,116.9"
2000,"Nayarit","Fondo para la infraestructura social municipal",181.6,"   936,661.0","  193.9"
2000,"Nayarit","Fondo de aportaciones para la educación tecnológica y de adultos",38,"   936,661.0","   40.6"
2000,"Nuevo León","Apoyos para la educaciónn superior",54.4," 3,950,061.0","   13.8"
2000,"Nuevo León","Fondo de aportaciones para la educación tecnológica y de adultos",102.2," 3,950,061.0","   25.9"
2000,"Nuevo León","Total",9356," 3,950,061.0","2,368.6"
2000,"Nuevo León","Apoyos alimentarios",102.3," 3,950,061.0","   25.9"
2000,"Nuevo León","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 3,950,061.0","    0.0"
2000,"Nuevo León","Fondo para la infraestructura social estatal",48.5," 3,950,061.0","   12.3"
2000,"Nuevo León","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",343," 3,950,061.0","   86.8"
2000,"Nuevo León","Fondo de aportaciones para los servicios de salud",1092.8," 3,950,061.0","  276.7"
2000,"Nuevo León","Fondo de aportaciones múltiples",252.4," 3,950,061.0","   63.9"
2000,"Nuevo León","Fondo de aportaciones para la infraestructura social",400.5," 3,950,061.0","  101.4"
2000,"Nuevo León","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",1027.4," 3,950,061.0","  260.1"
2000,"Nuevo León","Apoyos para infraestructura educativa",95.7," 3,950,061.0","   24.2"
2000,"Nuevo León","Fondo de aportaciones para la educación básica y formal",6137.6," 3,950,061.0","1,553.8"
2000,"Nuevo León","Fondo para la infraestructura social municipal",351.9," 3,950,061.0","   89.1"
2000,"Baja California","Fondo de aportaciones para los servicios de salud",824," 2,549,842.0","  323.2"
2000,"Baja California","Fondo para la infraestructura social estatal",16.9," 2,549,842.0","    6.6"
2000,"Baja California","Total",7772.6," 2,549,842.0","3,048.3"
2000,"Baja California","Fondo para la infraestructura social municipal",122.1," 2,549,842.0","   47.9"
2000,"Baja California","Apoyos para la educaciónn superior",54.4," 2,549,842.0","   21.3"
2000,"Baja California","Apoyos para infraestructura educativa",88.5," 2,549,842.0","   34.7"
2000,"Baja California","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",611.2," 2,549,842.0","  239.7"
2000,"Baja California","Fondo de aportaciones para la infraestructura social",139," 2,549,842.0","   54.5"
2000,"Baja California","Apoyos alimentarios",26.1," 2,549,842.0","   10.2"
2000,"Baja California","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 2,549,842.0","    0.0"
2000,"Baja California","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",361.3," 2,549,842.0","  141.7"
2000,"Baja California","Fondo de aportaciones múltiples",169," 2,549,842.0","   66.3"
2000,"Baja California","Fondo de aportaciones para la educación tecnológica y de adultos",97.6," 2,549,842.0","   38.3"
2000,"Baja California","Fondo de aportaciones para la educación básica y formal",5570.5," 2,549,842.0","2,184.7"
2000,"Oaxaca","Fondo de aportaciones múltiples",407," 3,671,421.0","  110.9"
2000,"Oaxaca","Total",14490.7," 3,671,421.0","3,946.9"
2000,"Oaxaca","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",934.3," 3,671,421.0","  254.5"
2000,"Oaxaca","Fondo de aportaciones para la infraestructura social",2043.5," 3,671,421.0","  556.6"
2000,"Oaxaca","Fondo de aportaciones para la educación básica y formal",9375.1," 3,671,421.0","2,553.5"
2000,"Oaxaca","Apoyos alimentarios",185.1," 3,671,421.0","   50.4"
2000,"Oaxaca","Fondo para la infraestructura social municipal",1795.9," 3,671,421.0","  489.2"
2000,"Oaxaca","Fondo de aportaciones para la educación tecnológica y de adultos",49," 3,671,421.0","   13.4"
2000,"Oaxaca","Apoyos para infraestructura educativa",206.4," 3,671,421.0","   56.2"
2000,"Oaxaca","Apoyos para la educaciónn superior",15.4," 3,671,421.0","    4.2"
2000,"Oaxaca","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",266.8," 3,671,421.0","   72.7"
2000,"Oaxaca","Fondo para la infraestructura social estatal",247.7," 3,671,421.0","   67.5"
2000,"Oaxaca","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 3,671,421.0","    0.0"
2000,"Oaxaca","Fondo de aportaciones para los servicios de salud",1415," 3,671,421.0","  385.4"
2000,"Puebla","Fondo de aportaciones para los servicios de salud",1192.2," 5,250,025.0","  227.1"
2000,"Puebla","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",1338.3," 5,250,025.0","  254.9"
2000,"Puebla","Fondo de aportaciones para la educación tecnológica y de adultos",153.6," 5,250,025.0","   29.3"
2000,"Puebla","Fondo de aportaciones para la infraestructura social",2032.9," 5,250,025.0","  387.2"
2000,"Puebla","Fondo para la infraestructura social municipal",1786.5," 5,250,025.0","  340.3"
2000,"Puebla","Fondo de aportaciones para la educación básica y formal",7982.1," 5,250,025.0","1,520.4"
2000,"Puebla","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",303.2," 5,250,025.0","   57.8"
2000,"Puebla","Fondo de aportaciones múltiples",401.3," 5,250,025.0","   76.4"
2000,"Puebla","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 5,250,025.0","    0.0"
2000,"Puebla","Apoyos alimentarios",149.6," 5,250,025.0","   28.5"
2000,"Puebla","Fondo para la infraestructura social estatal",246.4," 5,250,025.0","   46.9"
2000,"Puebla","Apoyos para la educaciónn superior",77.2," 5,250,025.0","   14.7"
2000,"Puebla","Total",13403.5," 5,250,025.0","2,553.0"
2000,"Puebla","Apoyos para infraestructura educativa",174.4," 5,250,025.0","   33.2"
2000,"Querétaro","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",146.8," 1,554,518.0","   94.4"
2000,"Querétaro","Fondo de aportaciones para la infraestructura social",376.9," 1,554,518.0","  242.5"
2000,"Querétaro","Fondo de aportaciones para la educación básica y formal",2947.3," 1,554,518.0","1,896.0"
2000,"Querétaro","Fondo de aportaciones para los servicios de salud",668.7," 1,554,518.0","  430.1"
2000,"Querétaro","Fondo para la infraestructura social estatal",45.7," 1,554,518.0","   29.4"
2000,"Querétaro","Fondo de aportaciones múltiples",156.8," 1,554,518.0","  100.9"
2000,"Querétaro","Fondo de aportaciones para la educación tecnológica y de adultos",38.8," 1,554,518.0","   25.0"
2000,"Querétaro","Fondo para la infraestructura social municipal",331.2," 1,554,518.0","  213.1"
2000,"Querétaro","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 1,554,518.0","    0.0"
2000,"Querétaro","Total",4697," 1,554,518.0","3,021.5"
2000,"Querétaro","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",361.8," 1,554,518.0","  232.7"
2000,"Querétaro","Apoyos para infraestructura educativa",71," 1,554,518.0","   45.7"
2000,"Querétaro","Apoyos alimentarios",67.2," 1,554,518.0","   43.2"
2000,"Querétaro","Apoyos para la educaciónn superior",18.6," 1,554,518.0","   12.0"
2000,"Quintana Roo","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",113,"   938,812.0","  120.4"
2000,"Quintana Roo","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0,"   938,812.0","    0.0"
2000,"Quintana Roo","Apoyos para la educaciónn superior",11.1,"   938,812.0","   11.9"
2000,"Quintana Roo","Fondo de aportaciones para la educación tecnológica y de adultos",59.8,"   938,812.0","   63.7"
2000,"Quintana Roo","Fondo de aportaciones para la infraestructura social",177.9,"   938,812.0","  189.5"
2000,"Quintana Roo","Fondo de aportaciones para los servicios de salud",592.7,"   938,812.0","  631.4"
2000,"Quintana Roo","Fondo para la infraestructura social estatal",21.5,"   938,812.0","   22.9"
2000,"Quintana Roo","Total",3609,"   938,812.0","3,844.2"
2000,"Quintana Roo","Apoyos para infraestructura educativa",64.5,"   938,812.0","   68.7"
2000,"Quintana Roo","Fondo de aportaciones para la educación básica y formal",2363.8,"   938,812.0","2,517.9"
2000,"Quintana Roo","Fondo de aportaciones múltiples",98,"   938,812.0","  104.4"
2000,"Quintana Roo","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",203.6,"   938,812.0","  216.8"
2000,"Quintana Roo","Apoyos alimentarios",22.4,"   938,812.0","   23.9"
2000,"Quintana Roo","Fondo para la infraestructura social municipal",156.5,"   938,812.0","  166.7"
2000,"San Luis Potosí","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",636.8," 2,390,310.0","  266.4"
2000,"San Luis Potosí","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",229.8," 2,390,310.0","   96.2"
2000,"San Luis Potosí","Fondo de aportaciones para los servicios de salud",744.6," 2,390,310.0","  311.5"
2000,"San Luis Potosí","Apoyos para la educaciónn superior",30.2," 2,390,310.0","   12.7"
2000,"San Luis Potosí","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 2,390,310.0","    0.0"
2000,"San Luis Potosí","Total",8517," 2,390,310.0","3,563.2"
2000,"San Luis Potosí","Fondo de aportaciones para la infraestructura social",877," 2,390,310.0","  366.9"
2000,"San Luis Potosí","Fondo de aportaciones para la educación básica y formal",5779.7," 2,390,310.0","2,418.0"
2000,"San Luis Potosí","Fondo para la infraestructura social municipal",770.7," 2,390,310.0","  322.4"
2000,"San Luis Potosí","Fondo de aportaciones para la educación tecnológica y de adultos",87.5," 2,390,310.0","   36.6"
2000,"San Luis Potosí","Apoyos alimentarios",37.4," 2,390,310.0","   15.6"
2000,"San Luis Potosí","Fondo de aportaciones múltiples",161.6," 2,390,310.0","   67.6"
2000,"San Luis Potosí","Apoyos para infraestructura educativa",93.9," 2,390,310.0","   39.3"
2000,"San Luis Potosí","Fondo para la infraestructura social estatal",106.3," 2,390,310.0","   44.5"
2000,"Sinaloa","Apoyos para la educaciónn superior",20.4," 2,537,959.0","    8.0"
2000,"Sinaloa","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",245.4," 2,537,959.0","   96.7"
2000,"Sinaloa","Apoyos para infraestructura educativa",94.5," 2,537,959.0","   37.3"
2000,"Sinaloa","Apoyos alimentarios",87.1," 2,537,959.0","   34.3"
2000,"Sinaloa","Fondo para la infraestructura social estatal",43.1," 2,537,959.0","   17.0"
2000,"Sinaloa","Fondo de aportaciones para los servicios de salud",863.6," 2,537,959.0","  340.3"
2000,"Sinaloa","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",701.9," 2,537,959.0","  276.6"
2000,"Sinaloa","Fondo para la infraestructura social municipal",312.6," 2,537,959.0","  123.2"
2000,"Sinaloa","Total",7620.3," 2,537,959.0","3,002.5"
2000,"Sinaloa","Fondo de aportaciones múltiples",202," 2,537,959.0","   79.6"
2000,"Sinaloa","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 2,537,959.0","    0.0"
2000,"Sinaloa","Fondo de aportaciones para la infraestructura social",355.7," 2,537,959.0","  140.2"
2000,"Sinaloa","Fondo de aportaciones para la educación básica y formal",5107.8," 2,537,959.0","2,012.6"
2000,"Sinaloa","Fondo de aportaciones para la educación tecnológica y de adultos",143.7," 2,537,959.0","   56.6"
2000,"Sonora","Fondo para la infraestructura social estatal",29.8," 2,289,991.0","   13.0"
2000,"Sonora","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",405.7," 2,289,991.0","  177.2"
2000,"Sonora","Apoyos alimentarios",85.2," 2,289,991.0","   37.2"
2000,"Sonora","Fondo de aportaciones múltiples",244.3," 2,289,991.0","  106.7"
2000,"Sonora","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 2,289,991.0","    0.0"
2000,"Sonora","Fondo para la infraestructura social municipal",215.4," 2,289,991.0","   94.0"
2000,"Sonora","Fondo de aportaciones para la educación básica y formal",4823.2," 2,289,991.0","2,106.2"
2000,"Sonora","Fondo de aportaciones para los servicios de salud",1041.6," 2,289,991.0","  454.8"
2000,"Sonora","Fondo de aportaciones para la infraestructura social",245.1," 2,289,991.0","  107.0"
2000,"Sonora","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",603.6," 2,289,991.0","  263.6"
2000,"Sonora","Fondo de aportaciones para la educación tecnológica y de adultos",147.4," 2,289,991.0","   64.4"
2000,"Sonora","Total",7510.9," 2,289,991.0","3,279.9"
2000,"Sonora","Apoyos para infraestructura educativa",81.8," 2,289,991.0","   35.7"
2000,"Sonora","Apoyos para la educaciónn superior",77.4," 2,289,991.0","   33.8"
2000,"Tabasco","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 1,975,910.0","    0.0"
2000,"Tabasco","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",506," 1,975,910.0","  256.1"
2000,"Tabasco","Fondo para la infraestructura social estatal",74.5," 1,975,910.0","   37.7"
2000,"Tabasco","Apoyos para infraestructura educativa",110.5," 1,975,910.0","   55.9"
2000,"Tabasco","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",220.4," 1,975,910.0","  111.6"
2000,"Tabasco","Fondo de aportaciones para los servicios de salud",959.5," 1,975,910.0","  485.6"
2000,"Tabasco","Apoyos alimentarios",110," 1,975,910.0","   55.7"
2000,"Tabasco","Fondo de aportaciones para la educación tecnológica y de adultos",94.7," 1,975,910.0","   47.9"
2000,"Tabasco","Total",6905.8," 1,975,910.0","3,495.0"
2000,"Tabasco","Fondo de aportaciones para la infraestructura social",615.2," 1,975,910.0","  311.3"
2000,"Tabasco","Fondo para la infraestructura social municipal",540.7," 1,975,910.0","  273.6"
2000,"Tabasco","Apoyos para la educaciónn superior",22.3," 1,975,910.0","   11.3"
2000,"Tabasco","Fondo de aportaciones para la educación básica y formal",4267.3," 1,975,910.0","2,159.6"
2000,"Tabasco","Fondo de aportaciones múltiples",242.7," 1,975,910.0","  122.8"
2000,"Tamaulipas","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",334.7," 2,790,660.0","  119.9"
2000,"Tamaulipas","Fondo de aportaciones para los servicios de salud",1334.6," 2,790,660.0","  478.2"
2000,"Tamaulipas","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",731.4," 2,790,660.0","  262.1"
2000,"Tamaulipas","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 2,790,660.0","    0.0"
2000,"Tamaulipas","Apoyos para infraestructura educativa",94.7," 2,790,660.0","   33.9"
2000,"Tamaulipas","Fondo de aportaciones para la educación básica y formal",6671.3," 2,790,660.0","2,390.6"
2000,"Tamaulipas","Fondo de aportaciones para la educación tecnológica y de adultos",123.5," 2,790,660.0","   44.3"
2000,"Tamaulipas","Total",9866.8," 2,790,660.0","3,535.6"
2000,"Tamaulipas","Fondo para la infraestructura social municipal",414.2," 2,790,660.0","  148.4"
2000,"Tamaulipas","Apoyos para la educaciónn superior",23.9," 2,790,660.0","    8.6"
2000,"Tamaulipas","Fondo para la infraestructura social estatal",57.1," 2,790,660.0","   20.5"
2000,"Tamaulipas","Fondo de aportaciones para la infraestructura social",471.3," 2,790,660.0","  168.9"
2000,"Tamaulipas","Apoyos alimentarios",81.3," 2,790,660.0","   29.1"
2000,"Tamaulipas","Fondo de aportaciones múltiples",199.9," 2,790,660.0","   71.6"
2000,"Tlaxcala","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",111.3," 1,011,736.0","  110.0"
2000,"Tlaxcala","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",255.8," 1,011,736.0","  252.8"
2000,"Tlaxcala","Fondo de aportaciones para la infraestructura social",222.8," 1,011,736.0","  220.2"
2000,"Tlaxcala","Total",3739.8," 1,011,736.0","3,696.4"
2000,"Tlaxcala","Fondo de aportaciones múltiples",159.5," 1,011,736.0","  157.6"
2000,"Tlaxcala","Fondo para la infraestructura social estatal",27.1," 1,011,736.0","   26.7"
2000,"Tlaxcala","Fondo de aportaciones para los servicios de salud",499.3," 1,011,736.0","  493.5"
2000,"Tlaxcala","Apoyos alimentarios",85.6," 1,011,736.0","   84.6"
2000,"Tlaxcala","Apoyos para la educaciónn superior",18.8," 1,011,736.0","   18.6"
2000,"Tlaxcala","Fondo de aportaciones para la educación tecnológica y de adultos",36.1," 1,011,736.0","   35.7"
2000,"Tlaxcala","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 1,011,736.0","    0.0"
2000,"Tlaxcala","Fondo de aportaciones para la educación básica y formal",2455," 1,011,736.0","2,426.5"
2000,"Tlaxcala","Apoyos para infraestructura educativa",55.1," 1,011,736.0","   54.4"
2000,"Tlaxcala","Fondo para la infraestructura social municipal",195.8," 1,011,736.0","  193.5"
2000,"Baja California Sur","Fondo de aportaciones múltiples",71.6,"   466,455.0","  153.6"
2000,"Baja California Sur","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",108.7,"   466,455.0","  233.1"
2000,"Baja California Sur","Total",2659.7,"   466,455.0","5,701.9"
2000,"Baja California Sur","Fondo de aportaciones para la educación básica y formal",1822.5,"   466,455.0","3,907.1"
2000,"Baja California Sur","Fondo de aportaciones para los servicios de salud",413.4,"   466,455.0","  886.2"
2000,"Baja California Sur","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0,"   466,455.0","    0.0"
2000,"Baja California Sur","Fondo para la infraestructura social estatal",4,"   466,455.0","    8.5"
2000,"Baja California Sur","Fondo para la infraestructura social municipal",28.7,"   466,455.0","   61.4"
2000,"Baja California Sur","Apoyos para la educaciónn superior",8,"   466,455.0","   17.1"
2000,"Baja California Sur","Fondo de aportaciones para la educación tecnológica y de adultos",27.9,"   466,455.0","   59.7"
2000,"Baja California Sur","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",183,"   466,455.0","  392.4"
2000,"Baja California Sur","Apoyos alimentarios",30.6,"   466,455.0","   65.5"
2000,"Baja California Sur","Apoyos para infraestructura educativa",33.1,"   466,455.0","   71.0"
2000,"Baja California Sur","Fondo de aportaciones para la infraestructura social",32.6,"   466,455.0","   70.0"
2000,"Veracruz de Ignacio de la Llave","Apoyos alimentarios",187.3," 7,232,656.0","   25.9"
2000,"Veracruz de Ignacio de la Llave","Fondo de aportaciones para la infraestructura social",2987.6," 7,232,656.0","  413.1"
2000,"Veracruz de Ignacio de la Llave","Fondo de aportaciones para la educación tecnológica y de adultos",194.8," 7,232,656.0","   26.9"
2000,"Veracruz de Ignacio de la Llave","Fondo de aportaciones múltiples",474," 7,232,656.0","   65.5"
2000,"Veracruz de Ignacio de la Llave","Total",22361.9," 7,232,656.0","3,091.8"
2000,"Veracruz de Ignacio de la Llave","Apoyos para la educaciónn superior",15.4," 7,232,656.0","    2.1"
2000,"Veracruz de Ignacio de la Llave","Apoyos para infraestructura educativa",271.2," 7,232,656.0","   37.5"
2000,"Veracruz de Ignacio de la Llave","Fondo para la infraestructura social estatal",362.1," 7,232,656.0","   50.1"
2000,"Veracruz de Ignacio de la Llave","Fondo de aportaciones para la educación básica y formal",14518.9," 7,232,656.0","2,007.4"
2000,"Veracruz de Ignacio de la Llave","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 7,232,656.0","    0.0"
2000,"Veracruz de Ignacio de la Llave","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",1949.6," 7,232,656.0","  269.6"
2000,"Veracruz de Ignacio de la Llave","Fondo para la infraestructura social municipal",2625.5," 7,232,656.0","  363.0"
2000,"Veracruz de Ignacio de la Llave","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",394.4," 7,232,656.0","   54.5"
2000,"Veracruz de Ignacio de la Llave","Fondo de aportaciones para los servicios de salud",1842.5," 7,232,656.0","  254.8"
2000,"Yucatán","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",450.4," 1,721,303.0","  261.7"
2000,"Yucatán","Fondo de aportaciones para los servicios de salud",789.6," 1,721,303.0","  458.7"
2000,"Yucatán","Apoyos para la educaciónn superior",7.8," 1,721,303.0","    4.5"
2000,"Yucatán","Fondo para la infraestructura social municipal",608," 1,721,303.0","  353.2"
2000,"Yucatán","Fondo de aportaciones para la educación tecnológica y de adultos",80.1," 1,721,303.0","   46.5"
2000,"Yucatán","Fondo de aportaciones para la infraestructura social",691.9," 1,721,303.0","  402.0"
2000,"Yucatán","Total",5833.2," 1,721,303.0","3,388.8"
2000,"Yucatán","Fondo para la infraestructura social estatal",83.9," 1,721,303.0","   48.7"
2000,"Yucatán","Fondo de aportaciones múltiples",182.4," 1,721,303.0","  106.0"
2000,"Yucatán","Fondo de aportaciones para la educación básica y formal",3481.8," 1,721,303.0","2,022.8"
2000,"Yucatán","Apoyos alimentarios",93.6," 1,721,303.0","   54.4"
2000,"Yucatán","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 1,721,303.0","    0.0"
2000,"Yucatán","Apoyos para infraestructura educativa",81," 1,721,303.0","   47.1"
2000,"Yucatán","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",156.9," 1,721,303.0","   91.2"
2000,"Zacatecas","Total",5560.7," 1,417,715.0","3,922.3"
2000,"Zacatecas","Apoyos alimentarios",77," 1,417,715.0","   54.3"
2000,"Zacatecas","Fondo de aportaciones para la educación tecnológica y de adultos",34.4," 1,417,715.0","   24.3"
2000,"Zacatecas","Fondo de aportaciones para la infraestructura social",495.2," 1,417,715.0","  349.3"
2000,"Zacatecas","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",386.8," 1,417,715.0","  272.8"
2000,"Zacatecas","Fondo de aportaciones para los servicios de salud",516.2," 1,417,715.0","  364.1"
2000,"Zacatecas","Fondo de aportaciones para la educación básica y formal",3846," 1,417,715.0","2,712.8"
2000,"Zacatecas","Fondo de aportaciones múltiples",164.1," 1,417,715.0","  115.8"
2000,"Zacatecas","Fondo para la infraestructura social municipal",435.2," 1,417,715.0","  306.9"
2000,"Zacatecas","Apoyos para infraestructura educativa",67.8," 1,417,715.0","   47.8"
2000,"Zacatecas","Fondo para la infraestructura social estatal",60," 1,417,715.0","   42.3"
2000,"Zacatecas","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 1,417,715.0","    0.0"
2000,"Zacatecas","Apoyos para la educaciónn superior",19.3," 1,417,715.0","   13.6"
2000,"Zacatecas","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",118.1," 1,417,715.0","   83.3"
2000,"Campeche","Apoyos para la educaciónn superior",36,"   700,708.0","   51.3"
2000,"Campeche","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",185.9,"   700,708.0","  265.3"
2000,"Campeche","Fondo para la infraestructura social estatal",34.2,"   700,708.0","   48.8"
2000,"Campeche","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0,"   700,708.0","    0.0"
2000,"Campeche","Total",3683.8,"   700,708.0","5,257.2"
2000,"Campeche","Fondo de aportaciones para la infraestructura social",282.8,"   700,708.0","  403.6"
2000,"Campeche","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",144,"   700,708.0","  205.6"
2000,"Campeche","Apoyos para infraestructura educativa",78.9,"   700,708.0","  112.7"
2000,"Campeche","Fondo de aportaciones para la educación tecnológica y de adultos",50.6,"   700,708.0","   72.2"
2000,"Campeche","Apoyos alimentarios",17.3,"   700,708.0","   24.8"
2000,"Campeche","Fondo de aportaciones para la educación básica y formal",2333.1,"   700,708.0","3,329.6"
2000,"Campeche","Fondo para la infraestructura social municipal",248.6,"   700,708.0","  354.8"
2000,"Campeche","Fondo de aportaciones para los servicios de salud",555,"   700,708.0","  792.1"
2000,"Campeche","Fondo de aportaciones múltiples",132.3,"   700,708.0","  188.8"
2000,"Coahuila de Zaragoza","Fondo para la infraestructura social estatal",29.9," 2,393,756.0","   12.5"
2000,"Coahuila de Zaragoza","Total",7638.1," 2,393,756.0","3,190.9"
2000,"Coahuila de Zaragoza","Fondo para la infraestructura social municipal",216.6," 2,393,756.0","   90.5"
2000,"Coahuila de Zaragoza","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0," 2,393,756.0","    0.0"
2000,"Coahuila de Zaragoza","Fondo de aportaciones para los servicios de salud",712," 2,393,756.0","  297.4"
2000,"Coahuila de Zaragoza","Fondo de aportaciones para la seguridad pública de los Estados y del Distrito Federal",236," 2,393,756.0","   98.6"
2000,"Coahuila de Zaragoza","Apoyos alimentarios",36.9," 2,393,756.0","   15.4"
2000,"Coahuila de Zaragoza","Apoyos para la educaciónn superior",100.3," 2,393,756.0","   41.9"
2000,"Coahuila de Zaragoza","Fondo de aportaciones para la educación tecnológica y de adultos",153.4," 2,393,756.0","   64.1"
2000,"Coahuila de Zaragoza","Fondo de aportaciones para la infraestructura social",246.6," 2,393,756.0","  103.0"
2000,"Coahuila de Zaragoza","Fondo de aportaciones para el fortaleciomiento de los municipios y de las demarcaciones territoriales del distrito federal",629," 2,393,756.0","  262.8"
2000,"Coahuila de Zaragoza","Fondo de aportaciones para la educación básica y formal",5433.3," 2,393,756.0","2,269.8"
2000,"Coahuila de Zaragoza","Apoyos para infraestructura educativa",90.6," 2,393,756.0","   37.8"
2000,"Coahuila de Zaragoza","Fondo de aportaciones múltiples",227.8," 2,393,756.0","   95.2"
2000,"Colima","Fondo de aportaciones múltiples",87.1,"   550,291.0","  158.2"
2000,"Colima","Total",2647.9,"   550,291.0","4,811.8"
2000,"Colima","Apoyos para infraestructura educativa",44.7,"   550,291.0","   81.3"
2000,"Colima","Apoyos alimentarios",22.8,"   550,291.0","   41.4"
2000,"Colima","Fondo para la infraestructura social municipal",50.5,"   550,291.0","   91.7"
2000,"Colima","Fondo de aportaciones para la infraestructura social",57.5,"   550,291.0","  104.4"
2000,"Colima","Apoyos para la educaciónn superior",19.6,"   550,291.0","   35.6"
2000,"Colima","Fondo de aportaciones para la educación tecnológica y de adultos",33.9,"   550,291.0","   61.6"
2000,"Colima","Fondo de aportaciones para el fortalecimiento de las Entidades Federativas",0,"   550,291.0","    0.0"
